personId,name,birthYear,deathYear
nm0311476,Martina Gedeck,1961,NULL
nm0462407,Sebastian Koch,1962,NULL
nm0876300,Ulrich Tukur,1957,NULL
nm0003697,Florian Henckel von Donnersmarck,1973,NULL
nm0073875,Quirin Berg,1978,NULL
nm0927270,Max Wiedemann,1977,NULL
nm1098869,Stéphane Moucha,NULL,NULL
nm0001189,Gabriel Yared,1949,NULL
nm0001602,Guy Pearce,1967,NULL
nm0001592,Joe Pantoliano,1951,NULL
nm0095478,Mark Boone Junior,1955,NULL
nm0865189,Jennifer Todd,1969,NULL
nm0865297,Suzanne Todd,1965,NULL
nm0540338,Matty Malneck,1903,1981
nm0000061,Tyrone Power,1914,1958
nm0000017,Marlene Dietrich,1901,1992
nm0001452,Charles Laughton,1899,1962
nm0006471,Elsa Lanchester,1902,1986
nm0002005,Agatha Christie,1890,1976
nm0475823,Harry Kurnitz,1908,1968
nm0546140,Lawrence B. Marcus,1917,2001
nm0394967,Arthur Hornblow Jr.,1893,1976
nm0678202,Viktor Petrov,1947,2014
nm0470385,Aleksey Kravchenko,1969,NULL
nm0592500,Olga Mironova,NULL,NULL
nm0490708,Liubomiras Laucevicius,1950,NULL
nm0046575,Vladas Bagdonas,1949,NULL
nm0459552,Elem Klimov,1933,2003
nm0010696,Ales Adamovich,1927,1994
nm0945897,Oleg Yanchenko,1939,2002
nm0734870,Aleksey Rodionov,1947,NULL
nm0069483,Valeriya Belova,NULL,NULL
nm0169505,Joel Cohen,NULL,NULL
nm0000741,Tim Allen,1953,NULL
nm0725543,Don Rickles,1926,2017
nm0001815,Jim Varney,1949,2000
nm0710020,Joe Ranft,1960,2005
nm0923736,Joss Whedon,1964,NULL
nm0402950,Martin Hunter,NULL,NULL
nm0000546,Matthew Modine,1959,NULL
nm0000388,R. Lee Ermey,1944,2018
nm0000352,Vincent D'Onofrio,1959,NULL
nm0000284,Adam Baldwin,1962,NULL
nm0368007,Gustav Hasford,1947,1993
nm0473588,Vivian Kubrick,1960,NULL
nm0005801,Douglas Milsome,1939,NULL
nm2010670,David Korins,NULL,NULL
nm0592135,Lin-Manuel Miranda,1980,NULL
nm5623883,Phillipa Soo,1990,NULL
nm1502434,Leslie Odom Jr.,1981,NULL
nm0325989,Renée Elise Goldsberry,1971,NULL
nm2371802,Thomas Kail,NULL,NULL
nm2375857,Ron Chernow,NULL,NULL
nm1733243,Jeffrey Seller,NULL,NULL
nm0002336,Declan Quinn,1957,NULL
nm0602885,Jonah Moran,NULL,NULL
nm0508732,Matthew Libatique,1968,NULL
nm0000995,Ellen Burstyn,1932,NULL
nm0001467,Jared Leto,1971,NULL
nm0000124,Jennifer Connelly,1970,NULL
nm0005541,Marlon Wayans,1972,NULL
nm0004716,Darren Aronofsky,1969,NULL
nm0782968,Hubert Selby Jr.,1928,2004
nm0914615,Eric Watson,NULL,NULL
nm0922279,Palmer West,NULL,NULL
nm0543739,Clint Mansell,1963,NULL
nm3032965,Siddharth Roy Kapur,1974,NULL
nm2799219,Sakshi Tanwar,1973,NULL
nm0760778,Fatima Sana Shaikh,1992,NULL
nm7621667,Sanya Malhotra,1992,NULL
nm4318159,Nitesh Tiwari,1972,NULL
nm6328029,Piyush Gupta,NULL,NULL
nm6328031,Shreyas Jain,NULL,NULL
nm6328030,Nikhil Mehrotra,NULL,NULL
nm8661566,Rajshri Sudhakar,NULL,NULL
nm0109726,Jon Brion,1963,NULL
nm0000120,Jim Carrey,1962,NULL
nm0000701,Kate Winslet,1975,NULL
nm0929489,Tom Wilkinson,1948,NULL
nm0004423,Gerry Robert Byrne,NULL,NULL
nm0327273,Michel Gondry,1963,NULL
nm0442109,Charlie Kaufman,1958,NULL
nm1410028,Pierre Bismuth,1953,NULL
nm0106835,Anthony Bregman,NULL,NULL
nm0326512,Steve Golin,1955,2019
nm2325211,Ken Kaufman,NULL,NULL
nm0000172,Harvey Keitel,1939,NULL
nm0000619,Tim Roth,1961,NULL
nm0000514,Michael Madsen,1957,NULL
nm0001606,Chris Penn,1965,2006
nm1208167,Diane Kruger,1976,NULL
nm0744834,Eli Roth,1972,NULL
nm0491259,Mélanie Laurent,1983,NULL
nm1401820,Charlotte Bruus Christensen,1978,NULL
nm0586568,Mads Mikkelsen,1965,NULL
nm0488917,Thomas Bo Larsen,1963,NULL
nm5038871,Annika Wedderkopp,2004,NULL
nm5039026,Lasse Fogelstrøm,1996,NULL
nm0899121,Thomas Vinterberg,1969,NULL
nm2105585,Tobias Lindholm,1977,NULL
nm1011849,Sisse Graum Jørgensen,1972,NULL
nm0442337,Morten Kaufmann,1963,NULL
nm0250813,Nikolaj Egelund,1968,NULL
nm0559444,Yôji Matsuda,1967,NULL
nm0410942,Yuriko Ishida,1969,NULL
nm0849100,Yûko Tanaka,1955,NULL
nm0001082,Billy Crudup,1968,NULL
nm0301274,Neil Gaiman,1960,NULL
nm0005271,Randy Newman,1943,NULL
nm0000349,Joan Cusack,1962,NULL
nm0000885,Ned Beatty,1937,2021
nm1578335,Michael Arndt,1965,NULL
nm0829681,Missy Stewart,NULL,NULL
nm0000245,Robin Williams,1951,2014
nm0000255,Ben Affleck,1972,NULL
nm0001745,Stellan Skarsgård,1951,NULL
nm0001814,Gus Van Sant,1952,NULL
nm0000384,Danny Elfman,1953,NULL
nm0260389,Jean-Yves Escoffier,1950,2003
nm0768817,Pietro Scalia,1960,NULL
nm1818216,Payman Maadi,1970,NULL
nm0368689,Leila Hatami,1972,NULL
nm4299147,Sareh Bayat,1979,NULL
nm1486911,Shahab Hosseini,1974,NULL
nm1410815,Asghar Farhadi,1972,NULL
nm3156436,Sattar Oraki,NULL,NULL
nm0435534,Mahmoud Kalari,NULL,NULL
nm0755868,Hayedeh Safiyari,NULL,NULL
nm1487566,Keyvan Moghaddam,NULL,NULL
nm0472567,Ehren Kruger,1972,NULL
nm0000129,Tom Cruise,1962,NULL
nm0000174,Val Kilmer,1959,NULL
nm2676052,Joseph Kosinski,1974,NULL
nm0143596,Jim Cash,1941,2000
nm0258390,Jack Epps Jr.,1949,NULL
nm0185976,Peter Craig,1969,NULL
nm1098479,Justin Marks,1980,NULL
nm1055564,Grégoire Hetzel,NULL,NULL
nm0044073,Lubna Azabal,1973,NULL
nm0246386,Mélissa Désormeaux-Poulin,NULL,NULL
nm0309945,Maxim Gaudette,1974,NULL
nm1323233,Mustafa Kamel,NULL,NULL
nm0898288,Denis Villeneuve,1967,NULL
nm1416431,Wajdi Mouawad,NULL,NULL
nm4034068,Valérie Beaugrand-Champagne,NULL,NULL
nm0246404,Luc Déry,NULL,NULL
nm0566919,Kim McCraw,NULL,NULL
nm0005734,Conrad L. Hall,1926,2003
nm0000906,Annette Bening,1958,NULL
nm0000301,Thora Birch,1982,NULL
nm0004747,Wes Bentley,1978,NULL
nm0005222,Sam Mendes,1965,NULL
nm0050332,Alan Ball,1957,NULL
nm0169260,Bruce Cohen,NULL,NULL
nm0423134,Dan Jinks,NULL,NULL
nm0634530,Kevin Nolting,NULL,NULL
nm0000799,Edward Asner,1929,2021
nm2973712,Jordan Nagai,2000,NULL
nm0001652,John Ratzenberger,1947,NULL
nm0001626,Christopher Plummer,1929,2021
nm0677037,Bob Peterson,1961,NULL
nm0565336,Tom McCarthy,1966,NULL
nm0729304,Jonas Rivera,NULL,NULL
nm0080289,Deepa Bhatia,NULL,NULL
nm2594301,Darsheel Safary,1997,NULL
nm2540053,Tanay Chheda,1996,NULL
nm3222518,Sachet Engineer,NULL,NULL
nm1244760,Amole Gupte,1962,NULL
nm0536708,Shankar Mahadevan,1967,NULL
nm0523415,Loy Mendonsa,NULL,NULL
nm0251416,Ehsaan Noorani,NULL,NULL
nm1146016,Satyajit Pande,NULL,NULL
nm0325549,William Goldenberg,1959,NULL
nm0000685,Jon Voight,1938,NULL
nm0000520,Michael Mann,1943,NULL
nm0006106,Elliot Goldenthal,1954,NULL
nm0005883,Dante Spinotti,1943,NULL
nm0117779,Pasquale Buba,1946,2018
nm0773685,Hervé Schneid,NULL,NULL
nm0851582,Audrey Tautou,1976,NULL
nm0440913,Mathieu Kassovitz,1967,NULL
nm0749363,Rufus,1942,NULL
nm0186677,Lorella Cravotta,1958,NULL
nm0000466,Jean-Pierre Jeunet,1953,NULL
nm0491011,Guillaume Laurant,1961,NULL
nm0652226,Claudie Ossard,1943,NULL
nm0862961,Yann Tiersen,1970,NULL
nm0216632,Bruno Delbonnel,1957,NULL
nm0088471,B.F. Blinn,1872,1941
nm0701012,Edna Purviance,1895,1958
nm0001067,Jackie Coogan,1914,1984
nm0588033,Carl Miller,1894,1979
nm0042317,Albert Austin,1882,1953
nm0047800,Beulah Bains,1905,1930
nm0048798,Nellie Bly Baker,1893,1984
nm0080930,Edward Biby,1886,1952
nm0005737,Russell Harlan,1903,1974
nm0000060,Gregory Peck,1916,2003
nm0576345,John Megna,1952,1995
nm0653942,Frank Overton,1918,1967
nm0614677,Rosemary Murphy,1925,2014
nm0612322,Robert Mulligan,1925,2008
nm0497369,Harper Lee,1926,2016
nm0285210,Horton Foote,1916,2009
nm0001587,Alan J. Pakula,1928,1998
nm0000930,Elmer Bernstein,1922,2004
nm0269751,Adrienne Fazan,1906,1986
nm0000037,Gene Kelly,1912,1996
nm0640307,Donald O'Connor,1925,2003
nm0001666,Debbie Reynolds,1932,2016
nm0353405,Jean Hagen,1923,1977
nm0002045,Stanley Donen,1924,2019
nm0173679,Betty Comden,1917,2006
nm0337582,Adolph Green,1914,2002
nm0006085,Arthur Freed,1894,1973
nm0005849,Harold Rosson,1895,1988
nm0102327,Robert F. Boyle,1909,2010
nm0000026,Cary Grant,1904,1986
nm0001693,Eva Marie Saint,1924,NULL
nm0000051,James Mason,1909,1984
nm0484829,Jessie Royce Landis,1896,1972
nm0499626,Ernest Lehman,1915,2005
nm0437520,Nobuo Kaneko,1923,1995
nm0385443,Shin'ichi Himori,1907,1959
nm0848984,Haruo Tanaka,1912,1992
nm0000532,Malcolm McDowell,1943,NULL
nm0535861,Patrick Magee,1922,1982
nm0060988,Michael Bates,1920,1978
nm0165049,Warren Clarke,1947,2014
nm0121256,Anthony Burgess,1917,1993
nm0124833,Bill Butler,1933,2017
nm0058045,John Barry,1935,1979
nm0027173,Maxwell Anderson,1888,1959
nm0001571,Kim Novak,1933,NULL
nm0000895,Barbara Bel Geddes,1922,2005
nm0375738,Tom Helmore,1904,1995
nm0178785,Alec Coppel,1907,1972
nm0853138,Samuel A. Taylor,1912,2000
nm0092267,Pierre Boileau,1906,1989
nm0092268,Thomas Narcejac,1908,1998
nm0486127,Harry Lange,1930,2008
nm0001158,Keir Dullea,1936,NULL
nm0516972,Gary Lockwood,1937,NULL
nm0843213,William Sylvester,1922,1995
nm0725220,Daniel Richter,1939,NULL
nm0002009,Arthur C. Clarke,1917,2008
nm0005910,Geoffrey Unsworth,1914,1978
nm0522487,Ray Lovejoy,1939,2001
nm0033658,Ernest Archer,1910,1990
nm0290000,Adolfo Franci,1895,1954
nm0536009,Lamberto Maggiorani,1909,1983
nm0821543,Enzo Staiola,1939,NULL
nm0136794,Lianella Carell,1927,2000
nm0022821,Elena Altieri,1910,1997
nm0001120,Vittorio De Sica,1901,1974
nm0953790,Cesare Zavattini,1902,1989
nm0059030,Luigi Bartolini,1892,1963
nm0080755,Oreste Biancoli,1897,1971
nm0147599,Suso Cecchi D'Amico,1914,2010
nm0534045,Fred MacMurray,1908,1991
nm0001766,Barbara Stanwyck,1907,1990
nm0000064,Edward G. Robinson,1893,1973
nm0056477,Byron Barr,1917,1966
nm0151452,Raymond Chandler,1888,1959
nm0128906,James M. Cain,1892,1977
nm0000067,Miklós Rózsa,1907,1995
nm0000493,Jack Lemmon,1925,2001
nm0000511,Shirley MacLaine,1934,NULL
nm0001827,Ray Walston,1914,2001
nm0224634,I.A.L. Diamond,1920,1988
nm0006037,Adolph Deutsch,1897,1980
nm0005766,Joseph LaShelle,1900,1989
nm0541721,Daniel Mandell,1895,1987
nm0549658,Richard Marquand,1937,1987
nm0443599,Howard G. Kazanjian,1942,NULL
nm0106840,Martin Bregman,1926,2018
nm0000201,Michelle Pfeiffer,1958,NULL
nm0000874,Steven Bauer,1956,NULL
nm0001512,Mary Elizabeth Mastrantonio,1958,NULL
nm0000361,Brian De Palma,1940,NULL
nm0000231,Oliver Stone,1946,NULL
nm0001328,Howard Hawks,1896,1977
nm0372942,Ben Hecht,1894,1964
nm0870660,Armitage Trail,1902,1930
nm0005904,Gregg Toland,1904,1948
nm0000080,Orson Welles,1915,1985
nm0001072,Joseph Cotten,1905,1994
nm0173827,Dorothy Comingore,1913,1971
nm0001547,Agnes Moorehead,1900,1974
nm0542534,Herman J. Mankiewicz,1897,1953
nm0002144,John Houseman,1902,1988
nm0219670,Roger Q. Denny,NULL,NULL
nm0448809,Mollie Kent,NULL,NULL
nm0461772,Frederic Knudtson,1906,1964
nm0000075,Spencer Tracy,1900,1967
nm0000044,Burt Lancaster,1913,1994
nm0001847,Richard Widmark,1914,2008
nm0006452,Stanley Kramer,1913,2001
nm0542631,Abby Mann,1927,2008
nm0001050,Montgomery Clift,1920,1966
nm0006104,Ernest Gold,1921,1999
nm0005768,Ernest Laszlo,1898,1984
nm0000048,Peter Lorre,1904,1964
nm0927145,Ellen Widmann,1894,1985
nm0484737,Inge Landgut,1922,1986
nm0921532,Otto Wernicke,1893,1965
nm0000485,Fritz Lang,1890,1976
nm0902376,Thea von Harbou,1888,1954
nm0414825,Egon Jacobsohn,1895,NULL
nm0005922,Fritz Arno Wagner,1894,1958
nm0266239,Paul Falkenberg,1903,1986
nm0033490,Franco Arcalli,1929,1978
nm0000249,James Woods,1947,NULL
nm0001527,Elizabeth McGovern,1961,NULL
nm0001852,Treat Williams,1951,NULL
nm0340580,Harry Grey,1901,1980
nm0073053,Leonardo Benvenuti,1923,2000
nm0207401,Piero De Bernardi,1926,2010
nm0575804,Enrico Medioli,1925,2017
nm0002875,Freddie Young,1902,1998
nm0000564,Peter O'Toole,1932,2013
nm0000063,Anthony Quinn,1915,2001
nm0370144,Jack Hawkins,1910,1973
nm0000180,David Lean,1908,1991
nm0004122,Robert Bolt,1924,1995
nm0818545,Sam Spiegel,1901,1985
nm0003574,Maurice Jarre,1924,2009
nm2111404,Sandro Forte,1970,2020
nm0375609,Brigitte Helm,1906,1996
nm0002154,Alfred Abel,1879,1937
nm0297054,Gustav Fröhlich,1902,1987
nm0459030,Rudolf Klein-Rogge,1885,1955
nm0690143,Erich Pommer,1889,1966
nm3017782,Maximianno Cobra,1969,NULL
nm0923118,James Duhamel,NULL,NULL
nm0005892,Robert Surtees,1906,1985
nm0000056,Paul Newman,1925,2008
nm0000602,Robert Redford,1936,NULL
nm0001727,Robert Shaw,1927,1978
nm0001164,Charles Durning,1923,2012
nm0001351,George Roy Hill,1921,2002
nm0911486,David S. Ward,1945,NULL
nm0082300,Tony Bill,1940,NULL
nm0680539,Julia Phillips,1944,2002
nm0680635,Michael Phillips,1943,NULL
nm0001291,Rupert Graves,1963,NULL
nm0001653,Stephen Rea,1946,NULL
nm0574625,James McTeigue,NULL,NULL
nm2331222,David Lloyd,1950,NULL
nm0384294,Grant Hill,NULL,NULL
nm0290581,Larry Franco,1949,NULL
nm0622782,Javier Navarrete,1956,NULL
nm1419440,Ivana Baquero,1994,NULL
nm0317725,Ariadna Gil,1969,NULL
nm0530365,Sergi López,1965,NULL
nm0893941,Maribel Verdú,1970,NULL
nm0868219,Guillermo del Toro,1964,NULL
nm1973308,Álvaro Augustin,NULL,NULL
nm0190859,Alfonso Cuarón,1961,NULL
nm0622838,Bertha Navarro,NULL,NULL
nm0868872,Frida Torresblanco,NULL,NULL
nm0047962,Chieko Baishô,1941,NULL
nm0454120,Takuya Kimura,1972,NULL
nm0309107,Tatsuya Gashûin,1950,NULL
nm0594271,Akihiro Miwa,1935,NULL
nm1168510,Diana Wynne Jones,1934,2011
nm0218760,Rick Dempsey,NULL,NULL
nm1566098,Ned Lott,NULL,NULL
nm0485702,Charles Lang,1902,1998
nm0000054,Marilyn Monroe,1926,1962
nm0000348,Tony Curtis,1925,2010
nm0706368,George Raft,1901,1980
nm0858329,Robert Thoeren,1903,1957
nm0517615,Michael Logan,NULL,NULL
nm0000438,Ed Harris,1950,NULL
nm0000165,Ron Howard,1954,NULL
nm0326040,Akiva Goldsman,1962,NULL
nm0621586,Sylvia Nasar,1947,NULL
nm0004976,Brian Grazer,1951,NULL
nm0849222,Yohei Taneda,NULL,NULL
nm0001016,David Carradine,1936,2009
nm0000435,Daryl Hannah,1960,NULL
nm0753526,RZA,1969,NULL
nm0000983,Albert Brooks,1947,NULL
nm0001122,Ellen DeGeneres,1958,NULL
nm1071252,Alexander Gould,1994,NULL
nm0000353,Willem Dafoe,1955,NULL
nm0721675,David Reynolds,NULL,NULL
nm0910237,Graham Walters,NULL,NULL
nm0005696,Robert Elswit,1950,NULL
nm0000358,Daniel Day-Lewis,1957,NULL
nm0200452,Paul Dano,1984,NULL
nm0001354,Ciarán Hinds,1953,NULL
nm2872491,Martin Stringer,NULL,NULL
nm0000759,Paul Thomas Anderson,1970,NULL
nm0801737,Upton Sinclair,1878,1968
nm0526917,Daniel Lupi,NULL,NULL
nm0783280,JoAnne Sellar,NULL,NULL
nm0339351,Jonny Greenwood,1971,NULL
nm0613499,Yoshirô Muraki,1924,2009
nm0867391,Eijirô Tôno,1907,1994
nm0875362,Yôko Tsukasa,1934,NULL
nm0766496,Masaru Satô,1928,1999
nm0594335,Kazuo Miyagawa,1908,1999
nm0524829,Hugo Luczyc-Wyhowski,1957,NULL
nm0005458,Jason Statham,1967,NULL
nm0334318,Stephen Graham,1973,NULL
nm0005068,Vinnie Jones,1965,NULL
nm0005363,Guy Ritchie,1968,NULL
nm0891216,Matthew Vaughn,1971,NULL
nm0614373,John Murphy,1965,NULL
nm0362165,Tim Maurice-Jones,NULL,NULL
nm1154184,Jon Harris,1967,NULL
nm0151519,Bansi Chandragupta,1924,1981
nm0052333,Kanu Bannerjee,1905,1983
nm0052334,Karuna Bannerjee,1919,2001
nm0052343,Subir Banerjee,NULL,NULL
nm0222447,Chunibala Devi,1872,1955
nm0006249,Satyajit Ray,1921,1992
nm0051808,Bibhutibhushan Bandyopadhyay,1894,1950
nm0788170,Ravi Shankar,1920,2012
nm0593970,Subrata Mitra,1931,2001
nm0244891,Dulal Dutta,1925,2010
nm0951598,Stephan Zacharias,1956,NULL
nm0004486,Bruno Ganz,1941,2019
nm0487884,Alexandra Maria Lara,1978,NULL
nm0559890,Ulrich Matthes,1959,NULL
nm0477810,Juliane Köhler,1965,NULL
nm0386570,Oliver Hirschbiegel,1957,NULL
nm0251536,Bernd Eichinger,1949,2011
nm0275264,Joachim Fest,1926,2006
nm0432622,Traudl Junge,1920,2002
nm0612199,Melissa Müller,NULL,NULL
nm1002038,Çetin Tekindor,1945,NULL
nm0476334,Fikret Kuskan,1965,NULL
nm0406157,Hümeyra,1947,NULL
nm2020015,Ege Tanman,1998,NULL
nm1463981,Çagan Irmak,1970,NULL
nm1699911,Sükrü Avsar,1958,NULL
nm0714377,Evanthia Reboutsika,1958,NULL
nm2122662,Ridvan Ülgen,NULL,NULL
nm2243405,Kivanç Ilgüner,NULL,NULL
nm1086687,Masanobu Takayanagi,NULL,NULL
nm0000560,Nick Nolte,1941,NULL
nm0249291,Joel Edgerton,1974,NULL
nm0607185,Jennifer Morrison,1979,NULL
nm0640334,Gavin O'Connor,1963,NULL
nm3294574,Anthony Tambakis,1967,NULL
nm0233561,Cliff Dorfman,NULL,NULL
nm0640345,Greg O'Connor,NULL,NULL
nm0006142,Mark Isham,1951,NULL
nm3929283,Kris Bowers,NULL,NULL
nm0004802,Linda Cardellini,1975,NULL
nm1724319,Sebastian Maniscalco,1973,NULL
nm0268380,Peter Farrelly,1956,NULL
nm0885014,Nick Vallelonga,NULL,NULL
nm0192942,Brian Hayes Currie,1961,NULL
nm0121724,Jim Burke,NULL,NULL
nm0921853,Charles B. Wessler,NULL,NULL
nm0266029,Maria Falconetti,1892,1946
nm0798564,Eugene Silvain,1851,1930
nm0075551,André Berley,1880,1936
nm0776914,Maurice Schutz,1866,1955
nm0003433,Carl Theodor Dreyer,1889,1968
nm0217865,Joseph Delteil,1894,1978
nm1224245,Jesper Kyd,1972,NULL
nm0773138,Ole Schmidt,1928,2010
nm0005789,Rudolph Maté,1898,1964
nm0303922,Mercedes Gamero,NULL,NULL
nm0005403,Jason Schwartzman,1980,NULL
nm0429069,Rashida Jones,1976,NULL
nm0766005,Will Sasso,1975,NULL
nm0655053,Sergio Pablos,NULL,NULL
nm3582089,Carlos Martínez López,NULL,NULL
nm2700235,Jim Mahoney,NULL,NULL
nm2082813,Zach Lewis,NULL,NULL
nm0273832,Gustavo Ferrada,NULL,NULL
nm0308177,Oliver H.P. Garrett,1894,1952
nm0000022,Clark Gable,1901,1960
nm0000046,Vivien Leigh,1913,1967
nm0641966,Barbara O'Neil,1910,1980
nm0281808,Victor Fleming,1889,1949
nm0002030,George Cukor,1899,1983
nm0939992,Sam Wood,1883,1949
nm0593565,Margaret Mitchell,1900,1949
nm0397608,Sidney Howard,1891,1939
nm0817929,Dorothy Spencer,1909,2002
nm0001479,Carole Lombard,1908,1942
nm0000912,Jack Benny,1894,1974
nm0821041,Robert Stack,1919,2003
nm0107795,Felix Bressart,1892,1949
nm0523932,Ernst Lubitsch,1892,1947
nm0501872,Melchior Lengyel,1880,1974
nm0562372,Edwin Justus Mayer,1896,1960
nm0006128,Werner R. Heymann,1896,1961
nm0548929,Owen Marks,1899,1960
nm0404158,Walter Huston,1883,1950
nm0392529,Tim Holt,1919,1973
nm0071636,Bruce Bennett,1906,2007
nm0001379,John Huston,1906,1987
nm0871252,B. Traven,1882,1969
nm0087533,Henry Blanke,1901,1981
nm0000070,Max Steiner,1888,1971
nm0005792,Ted D. McCord,1900,1976
nm0572492,Barbara McLean,1903,1996
nm0000012,Bette Davis,1908,1989
nm0000879,Anne Baxter,1923,1985
nm0001695,George Sanders,1906,1972
nm0002141,Celeste Holm,1917,2012
nm0000581,Joseph L. Mankiewicz,1909,1993
nm0650581,Mary Orr,1910,2006
nm0953123,Darryl F. Zanuck,1902,1979
nm0000055,Alfred Newman,1900,1970
nm0005762,Milton R. Krasner,1904,1988
nm0201857,Ricardo Darín,1957,NULL
nm0897845,Soledad Villamil,1969,NULL
nm0706567,Pablo Rago,1972,NULL
nm3587952,Carla Quevedo,1988,NULL
nm0002728,Juan José Campanella,1959,NULL
nm3160078,Eduardo Sacheri,NULL,NULL
nm0079065,Mariela Besuievsky,NULL,NULL
nm0989434,Federico Jusid,1973,NULL
nm0599983,Félix Monti,1938,NULL
nm0477553,Machiko Kyô,1924,2019
nm0605270,Masayuki Mori,1911,1973
nm0015611,Ryûnosuke Akutagawa,1892,1927
nm0423122,Minoru Jingo,NULL,NULL
nm0000169,Tommy Lee Jones,1946,NULL
nm0000849,Javier Bardem,1969,NULL
nm0000982,Josh Brolin,1968,NULL
nm0000437,Woody Harrelson,1961,NULL
nm0001053,Ethan Coen,1957,NULL
nm0001054,Joel Coen,1954,NULL
nm0565092,Cormac McCarthy,1933,NULL
nm0748784,Scott Rudin,1958,NULL
nm0001980,Carter Burwell,1954,NULL
nm1103781,Arnold Messer,NULL,NULL
nm0607865,Emily Mortimer,1971,NULL
nm0436164,Laeta Kalogridis,1965,NULL
nm1212331,Dennis Lehane,1965,NULL
nm1329482,Bradley J. Fischer,NULL,NULL
nm0005219,Mike Medavoy,1941,NULL
nm0270559,Kevin Feige,1973,NULL
nm4043618,Tom Holland,1996,NULL
nm3918035,Zendaya,1996,NULL
nm1212722,Benedict Cumberbatch,1976,NULL
nm8188622,Jacob Batalon,1996,NULL
nm1218281,Jon Watts,1981,NULL
nm0571344,Chris McKenna,NULL,NULL
nm1273099,Erik Sommers,NULL,NULL
nm0228492,Steve Ditko,1927,2018
nm2443562,Erica Lee,NULL,NULL
nm1745190,George Georgiou,NULL,NULL
nm0714698,Lance Reddick,1962,2023
nm0821432,Chad Stahelski,1968,NULL
nm8748334,Shay Hatten,1994,NULL
nm3360218,Michael Finch,NULL,NULL
nm4401003,Derek Kolstad,NULL,NULL
nm0412588,Basil Iwanyk,1970,NULL
nm0661406,David Parfitt,1958,NULL
nm1469236,Olivia Colman,1974,NULL
nm0309693,Mark Gatiss,1966,NULL
nm0931404,Olivia Williams,1968,NULL
nm1725469,Florian Zeller,1979,NULL
nm0358960,Christopher Hampton,1946,NULL
nm0136260,Philippe Carcassonne,1955,NULL
nm10663088,Simon Friend,NULL,NULL
nm0515201,Jean-Louis Livi,1941,NULL
nm0005701,Daniel L. Fapp,1904,1986
nm0000537,Steve McQueen,1930,1980
nm0001258,James Garner,1928,2014
nm0000277,Richard Attenborough,1923,2014
nm0836328,John Sturges,1910,1992
nm0108595,Paul Brickhill,1916,1991
nm0165412,James Clavell,1921,1994
nm0122446,W.R. Burnett,1899,1982
nm0346537,Madeleine Gug,1913,1971
nm0598971,Yves Montand,1921,1991
nm0889024,Charles Vanel,1892,1989
nm0886870,Peter van Eyck,1911,1969
nm0525793,Folco Lulli,1912,1970
nm0167241,Henri-Georges Clouzot,1907,1977
nm1064118,Georges Arnaud,1917,1987
nm0350823,Jérôme Géronimi,NULL,NULL
nm0005952,Georges Auric,1899,1983
nm0005901,Armand Thirard,1899,1973
nm0357310,Yoshiyasu Hamamura,NULL,NULL
nm0753479,Chishû Ryû,1904,1993
nm0383261,Chieko Higashiyama,1890,1980
nm0945522,Sô Yamamura,1910,2000
nm0361697,Setsuko Hara,1920,2015
nm0654868,Yasujirô Ozu,1903,1963
nm0633792,Kôgo Noda,1893,1968
nm0945499,Takeshi Yamamoto,NULL,NULL
nm0756907,Takanobu Saitô,1924,2004
nm0040916,Yûharu Atsuta,1905,1993
nm0001537,Ray Milland,1907,1986
nm0191950,Robert Cummings,1910,1990
nm0002369,John Williams,1903,1983
nm0461425,Frederick Knott,1916,2002
nm0006323,Dimitri Tiomkin,1894,1979
nm0270458,Rudi Fehr,1911,1999
nm0863374,Emma Tillinger Koskoff,NULL,NULL
nm1706767,Jonah Hill,1983,NULL
nm3053338,Margot Robbie,1990,NULL
nm1010540,Terence Winter,1960,NULL
nm0067789,Jordan Belfort,1962,NULL
nm4265383,Riza Aziz,NULL,NULL
nm2110175,Joey McFarland,NULL,NULL
nm0854991,Jayne-Ann Tenggren,1967,NULL
nm2835616,Dean-Charles Chapman,1997,NULL
nm1126657,George MacKay,1992,NULL
nm0990547,Daniel Mays,1978,NULL
nm0000147,Colin Firth,1960,NULL
nm4880670,Krysty Wilson-Cairns,1987,NULL
nm0365208,Pippa Harris,1967,NULL
nm0568223,Callum McDougall,NULL,NULL
nm1003922,Brian Oliver,1971,NULL
nm0005714,Tak Fujimoto,1939,NULL
nm0005286,Haley Joel Osment,1988,NULL
nm0001057,Toni Collette,1972,NULL
nm0796117,M. Night Shyamalan,1970,NULL
nm0005086,Kathleen Kennedy,1953,NULL
nm0578814,Barry Mendel,1963,NULL
nm0006133,James Newton Howard,1951,NULL
nm0000025,Jerry Goldsmith,1929,2004
nm0000107,Kim Basinger,1953,NULL
nm0000436,Curtis Hanson,1945,2016
nm0255278,James Ellroy,1948,NULL
nm0001338,Brian Helgeland,NULL,NULL
nm0586969,Arnon Milchan,1944,NULL
nm0622296,Michael G. Nathanson,NULL,NULL
nm0797889,Serge Silberman,1917,2003
nm0855417,Akira Terao,1947,NULL
nm0628704,Jinpachi Nezu,1947,2016
nm0753480,Daisuke Ryû,1957,2021
nm0406836,Masato Ide,1920,1989
nm0000636,William Shakespeare,1564,1616
nm0361683,Masato Hara,1931,2021
nm0000614,Alan Rickman,1946,2016
nm0000889,Bonnie Bedelia,1948,NULL
